context,question,answer
"CREATE TABLE table_11734041_11 (player VARCHAR, height_in_ft VARCHAR)",Which player had a height of 6-0?,"SELECT player FROM table_11734041_11 WHERE height_in_ft = ""6-0"""
"CREATE TABLE table_1341423_13 (district VARCHAR, incumbent VARCHAR)",What district is Henry Hyde in,"SELECT district FROM table_1341423_13 WHERE incumbent = ""Henry Hyde"""
"CREATE TABLE table_name_99 (result VARCHAR, attendance VARCHAR)","What was the result when the attendance was 25,418?","SELECT result FROM table_name_99 WHERE attendance = ""25,418"""
"CREATE TABLE Student_Enrolment (semester_name VARCHAR, semester_id VARCHAR); CREATE TABLE Semesters (semester_name VARCHAR, semester_id VARCHAR)",Which semesters do not have any student enrolled? List the semester name.,SELECT semester_name FROM Semesters WHERE NOT semester_id IN (SELECT semester_id FROM Student_Enrolment)
"CREATE TABLE table_17058116_7 (high_rebounds VARCHAR, high_points VARCHAR)",Who scored highest rebounds high points is charlie villanueva (32),"SELECT high_rebounds FROM table_17058116_7 WHERE high_points = ""Charlie Villanueva (32)"""
"CREATE TABLE table_name_42 (COUNT VARCHAR, winner VARCHAR)",How many events did clay win?,"SELECT NOT COUNT AS event FROM table_name_42 WHERE winner = ""clay"""
"CREATE TABLE table_14286908_1 (school VARCHAR, year_of_last_win VARCHAR)",What is the name of the school where the year of last win is 1985-86?,"SELECT school FROM table_14286908_1 WHERE year_of_last_win = ""1985-86"""
"CREATE TABLE table_name_81 (res VARCHAR, type VARCHAR, opponent VARCHAR)",What was the resolution for KO opposing Cliff Beckett?,"SELECT res FROM table_name_81 WHERE type = ""ko"" AND opponent = ""cliff beckett"""
"CREATE TABLE table_name_41 (byes VARCHAR, losses VARCHAR, wins VARCHAR)",What is the total number of byes that has 13 losses and wins less than 5?,SELECT COUNT(byes) FROM table_name_41 WHERE losses = 13 AND wins < 5
"CREATE TABLE table_name_99 (grid INTEGER, laps VARCHAR, constructor VARCHAR, driver VARCHAR)","What is the highest grid value with constructor Mclaren - Mercedes, driver David Coulthard, and has fewer than 66 laps?","SELECT MAX(grid) FROM table_name_99 WHERE constructor = ""mclaren - mercedes"" AND driver = ""david coulthard"" AND laps < 66"
"CREATE TABLE table_name_7 (pick__number INTEGER, position VARCHAR, overall VARCHAR)","Position of defensive back, and an Overall smaller than 69 is what lowest pick #?","SELECT MIN(pick__number) FROM table_name_7 WHERE position = ""defensive back"" AND overall < 69"
"CREATE TABLE table_name_27 (prominence__m_ VARCHAR, elevation__m_ VARCHAR, country VARCHAR, col__m_ VARCHAR)","What is the total prominence number in m of ethiopia, which has a col in m of 1728 and an elevation less than 3,358?","SELECT COUNT(prominence__m_) FROM table_name_27 WHERE country = ""ethiopia"" AND col__m_ = 1728 AND elevation__m_ < 3 OFFSET 358"
"CREATE TABLE Customer_Policies (customer_id VARCHAR); CREATE TABLE Customers (customer_details VARCHAR, customer_id VARCHAR); CREATE TABLE Customers (customer_details VARCHAR)",List the details of the customers who do not have any policies.,SELECT customer_details FROM Customers EXCEPT SELECT T1.customer_details FROM Customers AS T1 JOIN Customer_Policies AS T2 ON T1.customer_id = T2.customer_id
"CREATE TABLE table_name_19 (venue VARCHAR, event VARCHAR, competition VARCHAR)",Where was the London Marathon held?,"SELECT venue FROM table_name_19 WHERE event = ""marathon"" AND competition = ""london marathon"""
CREATE TABLE table_1566850_9 (centerfold_model VARCHAR),Who was asked 20 questions in the issue where the centerfold is Marliece Andrada?,"SELECT 20 AS _questions FROM table_1566850_9 WHERE centerfold_model = ""Marliece Andrada"""
"CREATE TABLE table_name_88 (against INTEGER, played VARCHAR, drawn VARCHAR, difference VARCHAR)","What is the average Against when the drawn is more than 2 and the Difference of- 17, and a Played smaller than 20?","SELECT AVG(against) FROM table_name_88 WHERE drawn > 2 AND difference = ""- 17"" AND played < 20"
"CREATE TABLE table_25030512_12 (party VARCHAR, incumbent VARCHAR)",When bill young redistricted from the 10th district is the incumbent what is the party?,"SELECT party FROM table_25030512_12 WHERE incumbent = ""Bill Young Redistricted from the 10th district"""
"CREATE TABLE table_23242950_1 (production_code VARCHAR, us_viewers__millions_ VARCHAR)",What's the production code of the episode seen by 7.49 million people in the US?,"SELECT production_code FROM table_23242950_1 WHERE us_viewers__millions_ = ""7.49"""
"CREATE TABLE Reservations (Kids VARCHAR, LastName VARCHAR, CheckIn VARCHAR, FirstName VARCHAR)","How many kids stay in the room DAMIEN TRACHSEL checked in on Sep 21, 2010?","SELECT Kids FROM Reservations WHERE CheckIn = ""2010-09-21"" AND FirstName = ""DAMIEN"" AND LastName = ""TRACHSEL"""
"CREATE TABLE table_name_87 (date VARCHAR, home_team VARCHAR)",What day is carlton the home side?,"SELECT date FROM table_name_87 WHERE home_team = ""carlton"""
"CREATE TABLE table_1926240_1 (max_characters__per_page_row_ INTEGER, bit_rate_ VARCHAR, _mbit_s_ VARCHAR)",What was the max character (per page row) of the encoding with a bit rate of 6.203?,"SELECT MAX(max_characters__per_page_row_) FROM table_1926240_1 WHERE bit_rate_[_mbit_s_] = ""6.203"""
CREATE TABLE table_name_95 (Id VARCHAR),What is the 2006 total with a 2010 value greater than 417.9?,SELECT COUNT(2006) FROM table_name_95 WHERE 2010 > 417.9
"CREATE TABLE table_name_60 (date VARCHAR, opponent_in_the_final VARCHAR)",When did Mathieu play against Flavio Cipolla?,"SELECT date FROM table_name_60 WHERE opponent_in_the_final = ""flavio cipolla"""
"CREATE TABLE table_name_85 (away_team VARCHAR, home_team VARCHAR)",What away team score has carlton home team?,"SELECT away_team AS score FROM table_name_85 WHERE home_team = ""carlton"""
"CREATE TABLE table_name_63 (rounds VARCHAR, constructor VARCHAR, rider VARCHAR)",What rounds did rider Mika Kallio with a Ducati constructor have?,"SELECT rounds FROM table_name_63 WHERE constructor = ""ducati"" AND rider = ""mika kallio"""
"CREATE TABLE table_14903999_1 (womens_doubles VARCHAR, mixed_doubles VARCHAR)",How many womens doubles had champions the years broddi kristjánsson drífa harðardóttir won mixed doubles,"SELECT COUNT(womens_doubles) FROM table_14903999_1 WHERE mixed_doubles = ""Broddi Kristjánsson Drífa Harðardóttir"""
"CREATE TABLE table_10360656_1 (choice VARCHAR, player_name VARCHAR)",What round was Bill Hill drafted?,"SELECT choice FROM table_10360656_1 WHERE player_name = ""Bill Hill"""
"CREATE TABLE table_name_54 (silver VARCHAR, gold VARCHAR, bronze VARCHAR)",How many silver medals were won by the participant(s) that had more than 12 gold medals and 11 bronze medals?,SELECT silver FROM table_name_54 WHERE gold > 12 AND bronze = 11
"CREATE TABLE table_name_93 (wicket VARCHAR, batting_partners VARCHAR, fielding_team VARCHAR)",What was the wicket ranking for the match featuring partners Mohammad Azharuddin and Ajay Jadeja and also a fielding team of Sri Lanka?,"SELECT wicket FROM table_name_93 WHERE batting_partners = ""mohammad azharuddin and ajay jadeja"" AND fielding_team = ""sri lanka"""
"CREATE TABLE table_name_30 (district INTEGER, delegate VARCHAR, took_office VARCHAR)","What is the largest district for delegate Cheryl Glenn, that she had taken after 2006?","SELECT MAX(district) FROM table_name_30 WHERE delegate = ""cheryl glenn"" AND took_office > 2006"
"CREATE TABLE table_11318462_5 (open_1st_viii VARCHAR, u15_4th_iv VARCHAR)",what are all the open 1st viii with u15 4th iv being gt,"SELECT open_1st_viii FROM table_11318462_5 WHERE u15_4th_iv = ""GT"""
"CREATE TABLE table_name_87 (scores_by_each_individual_judge VARCHAR, date_performed VARCHAR, main_contestant VARCHAR)","Which Scores by each individual judge has a Date performed of august 7, and a Main contestant of karanvir bohra?","SELECT scores_by_each_individual_judge FROM table_name_87 WHERE date_performed = ""august 7"" AND main_contestant = ""karanvir bohra"""
"CREATE TABLE table_name_23 (number INTEGER, player VARCHAR, yards VARCHAR)",What is Larry Centers' average number when there were less than 600 yards?,"SELECT AVG(number) FROM table_name_23 WHERE player = ""larry centers"" AND yards < 600"
"CREATE TABLE table_2104176_1 (coast_guard_cross VARCHAR, distinguished_service_cross VARCHAR)",What is the coast guard cross when you recieve the navy distinguished service medal?,"SELECT coast_guard_cross FROM table_2104176_1 WHERE distinguished_service_cross = ""Navy Distinguished Service Medal"""
"CREATE TABLE table_name_42 (wins VARCHAR, byes VARCHAR, losses VARCHAR, against VARCHAR)","What is the total number of Wins, when Losses is less than 10, when Against is less than 1253, and when Byes is less than 0?",SELECT COUNT(wins) FROM table_name_42 WHERE losses < 10 AND against < 1253 AND byes < 0
"CREATE TABLE table_name_23 (date_and_time___utc__ VARCHAR, site VARCHAR, rocket VARCHAR, orbit VARCHAR, function VARCHAR)","What date and time has a sub-orbital of orbit, a function of aeronomy research, and a Nike Orion rocket, as well as a Poker Flat site?","SELECT date_and_time___utc__ FROM table_name_23 WHERE orbit = ""sub-orbital"" AND function = ""aeronomy research"" AND rocket = ""nike orion"" AND site = ""poker flat"""
"CREATE TABLE table_name_57 (case_length VARCHAR, base VARCHAR)",Which Case Length has a Base of 14.96 (.589)?,"SELECT case_length FROM table_name_57 WHERE base = ""14.96 (.589)"""
"CREATE TABLE table_name_85 (competition VARCHAR, score VARCHAR)",What competition has a Score of 7–0?,"SELECT competition FROM table_name_85 WHERE score = ""7–0"""
"CREATE TABLE table_name_34 (result VARCHAR, category VARCHAR)",What's the result for the category of best actor in a supporting role?,"SELECT result FROM table_name_34 WHERE category = ""best actor in a supporting role"""
"CREATE TABLE table_name_85 (losses VARCHAR, team VARCHAR, wins VARCHAR)","How many losses did the team, Sturt, have when they had more than 0 wins?","SELECT COUNT(losses) FROM table_name_85 WHERE team = ""sturt"" AND wins > 0"
"CREATE TABLE table_23224961_2 (season VARCHAR, oberfranken_west VARCHAR)",When sv neuses is the oberfranken west what is the season?,"SELECT season FROM table_23224961_2 WHERE oberfranken_west = ""SV Neuses"""
"CREATE TABLE table_name_56 (shts INTEGER, goalkeeper VARCHAR)",What is the highest SHTS of Kasey Keller,"SELECT MAX(shts) FROM table_name_56 WHERE goalkeeper = ""kasey keller"""
"CREATE TABLE table_name_54 (record VARCHAR, visitor VARCHAR)",What was the record when the visiting team was Ottawa?,"SELECT record FROM table_name_54 WHERE visitor = ""ottawa"""
"CREATE TABLE table_name_16 (home_team VARCHAR, away_team VARCHAR)",Who played against the away team hereford united?,"SELECT home_team FROM table_name_16 WHERE away_team = ""hereford united"""
"CREATE TABLE table_name_51 (argon VARCHAR, neon VARCHAR)",What argon has a neon of 10.5?,"SELECT argon FROM table_name_51 WHERE neon = ""10.5"""
"CREATE TABLE table_27441210_12 (weeks_at__number1 INTEGER, country VARCHAR)",How many weeks was France at #1?,"SELECT MAX(weeks_at__number1) FROM table_27441210_12 WHERE country = ""France"""
"CREATE TABLE table_name_95 (session VARCHAR, circuit VARCHAR)",What was the session at the circuit of autodrom most?,"SELECT session FROM table_name_95 WHERE circuit = ""autodrom most"""
"CREATE TABLE table_14623167_1 (virtual VARCHAR, network VARCHAR)",Name the virtual for Fox,"SELECT COUNT(virtual) FROM table_14623167_1 WHERE network = ""Fox"""
"CREATE TABLE table_name_50 (signed VARCHAR, school VARCHAR)",Was the University of Southern California Signed?,"SELECT signed FROM table_name_50 WHERE school = ""university of southern california"""
"CREATE TABLE table_name_58 (venue VARCHAR, result VARCHAR, opponent VARCHAR)",what is the venue when the result is loss and the opponent is st george-illawarra dragons?,"SELECT venue FROM table_name_58 WHERE result = ""loss"" AND opponent = ""st george-illawarra dragons"""
CREATE TABLE table_22355_71 (silver INTEGER),How many silver medalist was won?,SELECT MAX(silver) FROM table_22355_71
"CREATE TABLE table_name_67 (host_team VARCHAR, final_score VARCHAR)",Who was the host team for the game with the final score of 26-24?,"SELECT host_team FROM table_name_67 WHERE final_score = ""26-24"""
"CREATE TABLE table_name_56 (loss VARCHAR, total_games VARCHAR, draw VARCHAR)","What is the total number of losses for less than 48 games, and less than 7 draws?",SELECT COUNT(loss) FROM table_name_56 WHERE total_games < 48 AND draw < 7
"CREATE TABLE table_name_36 (grades VARCHAR, enrollment VARCHAR, student_body VARCHAR)",Which Grades has an Enrollment larger htan 443 with a Student body of Co-ed?,"SELECT grades FROM table_name_36 WHERE enrollment > 443 AND student_body = ""co-ed"""
"CREATE TABLE table_2454550_1 (most_laps_led VARCHAR, track VARCHAR)",Who had most laps led at Chicagoland speedway? ,"SELECT most_laps_led FROM table_2454550_1 WHERE track = ""Chicagoland Speedway"""
"CREATE TABLE table_142159_1 (name VARCHAR, builder VARCHAR)",What is the name with the builder of Kerr Stuart,"SELECT name FROM table_142159_1 WHERE builder = ""Kerr Stuart"""
"CREATE TABLE table_name_41 (crowd INTEGER, away_team VARCHAR)",What is the Crowd number for the Away team of Richmond?,"SELECT SUM(crowd) FROM table_name_41 WHERE away_team = ""richmond"""
"CREATE TABLE table_14937957_1 (masters VARCHAR, martial_art_style VARCHAR)",How many masters fought using a boxing style?,"SELECT COUNT(masters) FROM table_14937957_1 WHERE martial_art_style = ""Boxing"""
"CREATE TABLE table_name_22 (pick__number INTEGER, overall VARCHAR)",What is the Pick # with an Overall of 19?,SELECT MAX(pick__number) FROM table_name_22 WHERE overall = 19
"CREATE TABLE table_name_18 (laps VARCHAR, grid VARCHAR, driver VARCHAR)",How many laps did John Love have on a grid less than 11?,"SELECT laps FROM table_name_18 WHERE grid < 11 AND driver = ""john love"""
"CREATE TABLE table_name_41 (condition VARCHAR, partial_thromboplastin_time VARCHAR, bleeding_time VARCHAR)",I want the condition that has a partial thromboplastin time of prolonged and unaffected bleeding time,"SELECT condition FROM table_name_41 WHERE partial_thromboplastin_time = ""prolonged"" AND bleeding_time = ""unaffected"""
"CREATE TABLE table_name_2 (gold INTEGER, silver VARCHAR, total VARCHAR, rank VARCHAR)","Total larger than 3, and a Rank of 4, and a Silver larger than 0 has what average gold?","SELECT AVG(gold) FROM table_name_2 WHERE total > 3 AND rank = ""4"" AND silver > 0"
"CREATE TABLE table_name_57 (city VARCHAR, greek_designation VARCHAR, status VARCHAR, us_state_district VARCHAR)",What California city has an active status and a greek designation of established colony?,"SELECT city FROM table_name_57 WHERE status = ""active"" AND us_state_district = ""california"" AND greek_designation = ""established colony"""
"CREATE TABLE table_name_54 (semi_final_television_commentator VARCHAR, spokesperson VARCHAR, year_s_ VARCHAR)",What is the semi-final television commentator status in 1962 with an unknown spokesperson?,"SELECT semi_final_television_commentator FROM table_name_54 WHERE spokesperson = ""unknown"" AND year_s_ = 1962"
"CREATE TABLE table_name_36 (tie_no VARCHAR, home_team VARCHAR)",What is the tie no of the game where exeter city was the home team?,"SELECT tie_no FROM table_name_36 WHERE home_team = ""exeter city"""
"CREATE TABLE table_name_22 (record VARCHAR, location_attendance VARCHAR)","Which Record has a Location/Attendance of palace of auburn hills 8,108?","SELECT record FROM table_name_22 WHERE location_attendance = ""palace of auburn hills 8,108"""
"CREATE TABLE table_name_85 (driver VARCHAR, time VARCHAR)",What is name of the drive with a Time of +13.315?,"SELECT driver FROM table_name_85 WHERE time = ""+13.315"""
